Dept_Name,Expense_Class,Object_Expenditure,Approp_Type,2024_Actual_New_General,2024_Actual_Automatic,2024_Actual_Total,2025_Program_New_General,2025_Program_Automatic,2025_Program_Total,2026_GAA_New_General,2026_GAA_Automatic,2026_GAA_Total,Page_No
Department of Foreign Affairs (DFA),Maintenance and Other Operating Services,Awards/Rewards and Prizes,None,14,0,14,0,0,0,0,0,0,32
Department of Foreign Affairs (DFA),Maintenance and Other Operating Services,Professional Services,None,900669,0,900669,1379819,0,1379819,1723308,0,1723308,32
Department of Foreign Affairs (DFA),Maintenance and Other Operating Services,General Services,None,376962,0,376962,516060,0,516060,643100,0,643100,32
Department of Foreign Affairs (DFA),Maintenance and Other Operating Services,Repairs and Maintenance,None,119949,0,119949,147575,0,147575,191270,0,191270,32
Department of Foreign Affairs (DFA),Maintenance and Other Operating Services,Financial Assistance/Subsidy,None,715337,0,715337,1000000,0,1000000,1000000,0,1000000,32
Department of Foreign Affairs (DFA),Maintenance and Other Operating Services,Taxes Insurance Premiums and Other Fees,None,82737,0,82737,86831,0,86831,115842,0,115842,32
Department of Foreign Affairs (DFA),Maintenance and Other Operating Services,Extraordinary and Miscellaneous Expenses,None,4957,0,4957,8808,0,8808,5262,0,5262,32
Department of Foreign Affairs (DFA),Maintenance and Other Operating Services,Confidential Expenses,None,10000,0,10000,0,0,0,0,0,0,32
Department of Foreign Affairs (DFA),Maintenance and Other Operating Services,Advertising Expenses,None,22,0,22,1837,0,1837,1800,0,1800,32
Department of Foreign Affairs (DFA),Maintenance and Other Operating Services,Printing and Publication Expenses,None,8342,0,8342,18072,0,18072,21463,0,21463,32
Department of Foreign Affairs (DFA),Maintenance and Other Operating Services,Representation Expenses,None,517653,0,517653,585937,0,585937,752700,0,752700,32
Department of Foreign Affairs (DFA),Maintenance and Other Operating Services,Transportation and Delivery Expenses,None,21781,0,21781,5077,0,5077,2451,0,2451,32
Department of Foreign Affairs (DFA),Maintenance and Other Operating Services,Rent/Lease Expenses,None,1032051,0,1032051,1829821,0,1829821,2268212,0,2268212,33
Department of Foreign Affairs (DFA),Maintenance and Other Operating Services,Membership Dues and Contributions to Organizations,None,2425736,0,2425736,2895994,0,2895994,2816210,0,2816210,33
Department of Foreign Affairs (DFA),Maintenance and Other Operating Services,Subscription Expenses,None,70857,0,70857,190104,0,190104,527964,0,527964,33
Department of Foreign Affairs (DFA),Maintenance and Other Operating Services,Donations,None,10554,0,10554,7730,0,7730,31800,0,31800,33
Department of Foreign Affairs (DFA),Maintenance and Other Operating Services,Bank Transaction Fee,None,49029,0,49029,12447,0,12447,37784,0,37784,33
Department of Foreign Affairs (DFA),Maintenance and Other Operating Services,Other Maintenance and Operating Expenses,None,3132,0,3132,123132,0,123132,97914,0,97914,33
Department of Foreign Affairs (DFA),Capital Outlays,Land Outlay,None,49096,0,49096,0,0,0,0,0,0,33
Department of Foreign Affairs (DFA),Capital Outlays,Buildings and Other Structures,None,429164,0,429164,1813889,0,1813889,2130326,0,2130326,33
Department of Foreign Affairs (DFA),Capital Outlays,Machinery and Equipment Outlay,None,114105,0,114105,82291,0,82291,688030,0,688030,33
Department of Foreign Affairs (DFA),Capital Outlays,Transportation Equipment Outlay,None,297435,0,297435,322340,0,322340,261681,0,261681,33
Department of Foreign Affairs (DFA),Capital Outlays,Furniture Fixtures and Books Outlay,None,40834,0,40834,5400,0,5400,12438,0,12438,33
Department of Foreign Affairs (DFA),Capital Outlays,Heritage Assets,None,25000,0,25000,136500,0,136500,0,0,0,33
Department of Foreign Affairs (DFA),Capital Outlays,Other Property Plant and Equipment Outlay,None,0,0,0,0,0,0,400,0,400,33
Department of Foreign Affairs (DFA),Capital Outlays,Intangible Assets Outlay,None,0,0,0,0,0,0,40000,0,40000,33
Department of Health (DOH),Salaries and other Lump-sums,Basic Salary,None,42812524,0,42812524,38912732,0,38912732,49679788,0,49679788,33
Department of Health (DOH),Other Compensation Common to All,Personnel Economic Relief Allowance,None,2398959,0,2398959,1931100,0,1931100,2063520,0,2063520,34
Department of Health (DOH),Other Compensation Common to All,Representation Allowance,None,137370,0,137370,41863,0,41863,43723,0,43723,34
Department of Health (DOH),Other Compensation Common to All,Transportation Allowance,None,47377,0,47377,38323,0,38323,39289,0,39289,34
Department of Health (DOH),Other Compensation Common to All,Clothing and Uniform Allowance,None,716203,0,716203,573587,0,573587,612451,0,612451,34
Department of Health (DOH),Other Compensation Common to All,Honoraria,None,4293,0,4293,4462,0,4462,4462,0,4462,34
Department of Health (DOH),Other Compensation Common to All,Overtime Pay,None,19712,0,19712,0,0,0,0,0,0,34
Department of Health (DOH),Other Compensation Common to All,Year End Bonus,None,4316097,0,4316097,3242730,0,3242730,4139981,0,4139981,34
Department of Health (DOH),Other Compensation Common to All,Mid-Year Bonus Civilian,None,3951792,0,3951792,3242730,0,3242730,4139981,0,4139981,34
Department of Health (DOH),Other Compensation Common to All,Cash Gift,None,537380,0,537380,409705,0,409705,437465,0,437465,34
Department of Health (DOH),Other Compensation Common to All,Productivity Enhancement Incentive,None,516139,0,516139,409705,0,409705,437465,0,437465,34
Department of Health (DOH),Other Compensation Common to All,Step Increment,None,0,0,0,97281,0,97281,124200,0,124200,34
Department of Health (DOH),Other Compensation Common to All,Performance Based Bonus,None,555,0,555,0,0,0,0,0,0,34
Department of Health (DOH),Other Compensation Common to All,Collective Negotiation Agreement,None,1905740,33238,1938978,0,0,0,0,0,0,34
Department of Health (DOH),Other Compensation for Specific Groups,Magna Carta for Public Health Workers,None,12772614,0,12772614,5689443,0,5689443,9874982,0,9874982,34
Department of Health (DOH),Other Compensation for Specific Groups,Night Shift Differential Pay,None,1345200,0,1345200,90652,0,90652,90652,0,90652,34
Department of Health (DOH),Other Compensation for Specific Groups,Lump-sum for filling of Positions Civilian,None,0,0,0,8351727,0,8351727,6497848,0,6497848,34
Department of Health (DOH),Other Compensation for Specific Groups,Other Personnel Benefits,None,4719565,16756,4736321,0,0,0,0,0,0,34
Department of Health (DOH),Other Compensation for Specific Groups,Anniversary Bonus Civilian,None,42662,0,42662,66675,0,66675,44465,0,44465,34
Department of Health (DOH),Other Benefits,Retirement and Life Insurance Premiums,None,0,4854781,4854781,0,4669527,4669527,0,5961573,5961573,34
Department of Health (DOH),Other Benefits,PAG-IBIG Contributions,None,240534,0,240534,196658,0,196658,209983,0,209983,34
Department of Health (DOH),Other Benefits,PhilHealth Contributions,None,1257720,0,1257720,970054,0,970054,1230689,0,1230689,34
Department of Health (DOH),Other Benefits,Employees Compensation Insurance Premiums,None,135851,0,135851,98329,0,98329,104991,0,104991,34
Department of Health (DOH),Other Benefits,Terminal Leave,None,1704905,0,1704905,422443,0,422443,416870,0,416870,34
Department of Health (DOH),Other Benefits,Loyalty Award Civilian,None,43701,0,43701,70080,0,70080,86115,0,86115,34
Department of Health (DOH),Maintenance and Other Operating Services,Travelling Expenses,None,859331,80934,940265,869098,62069,931167,1013468,59117,1072585,35
Department of Health (DOH),Maintenance and Other Operating Services,Training and Scholarship Expenses,None,2512285,49547,2561832,1955455,73052,2028507,3014215,75052,3089267,35
Department of Health (DOH),Maintenance and Other Operating Services,Supplies and Materials Expenses,None,33378374,72122,33450496,53042666,96122,53138788,60115637,128722,60244359,35
Department of Health (DOH),Maintenance and Other Operating Services,Utility Expenses,None,1658566,35421,1693987,3899841,43755,3943596,4316465,38790,4355255,35
Department of Health (DOH),Maintenance and Other Operating Services,Communication Expenses,None,227274,15599,242873,456969,34969,491938,544634,39079,583713,35
Department of Health (DOH),Maintenance and Other Operating Services,Awards/Rewards and Prizes,None,142008,3449,145457,115538,13294,128832,60080,13294,73374,35
Department of Health (DOH),Maintenance and Other Operating Services,Survey Research Exploration and Development Expenses,None,6184,0,6184,81063,0,81063,28107,0,28107,35
Department of Health (DOH),Maintenance and Other Operating Services,Professional Services,None,5926201,217550,6143751,5434713,210976,5645689,6817553,168076,6985629,35
Department of Health (DOH),Maintenance and Other Operating Services,General Services,None,2098051,46886,2144937,3691785,80876,3772661,3749258,86926,3836184,35
Department of Health (DOH),Maintenance and Other Operating Services,Repairs and Maintenance,None,426084,8167,434251,1584315,23661,1607976,1860788,25691,1886479,35
Department of Health (DOH),Maintenance and Other Operating Services,Financial Assistance/Subsidy,None,80969752,0,80969752,47431591,0,47431591,67539107,0,67539107,35
Department of Health (DOH),Maintenance and Other Operating Services,Taxes Insurance Premiums and Other Fees,None,526700,295914,822614,1843345,16105,1859450,1026072,13113,1039185,35
Department of Health (DOH),Maintenance and Other Operating Services,Labor and Wages,None,125529,0,125529,166843,0,166843,169881,0,169881,35
Department of Health (DOH),Maintenance and Other Operating Services,Extraordinary and Miscellaneous Expenses,None,8988,1995,10983,15489,1506,16995,13490,1505,14995,35
Department of Health (DOH),Maintenance and Other Operating Services,Advertising Expenses,None,265711,1590,267301,247690,2000,249690,63505,2000,65505,35
Department of Health (DOH),Maintenance and Other Operating Services,Printing and Publication Expenses,None,76017,1123,77140,98862,7720,106582,96491,11420,107911,35
Department of Health (DOH),Maintenance and Other Operating Services,Representation Expenses,None,367959,2468,370427,253922,3679,257601,444868,3679,448547,35
Department of Health (DOH),Maintenance and Other Operating Services,Transportation and Delivery Expenses,None,645191,534,645725,497145,860,498005,844711,650,845361,35
Department of Health (DOH),Maintenance and Other Operating Services,Rent/Lease Expenses,None,475856,35734,511590,584062,35982,620044,753409,36476,789885,35
Department of Health (DOH),Maintenance and Other Operating Services,Membership Dues and Contributions to Organizations,None,1723,0,1723,5227,0,5227,3312,0,3312,35
Department of Health (DOH),Maintenance and Other Operating Services,Subscription Expenses,None,100240,34347,134587,354149,39841,393990,940302,40141,980443,35
Department of Health (DOH),Maintenance and Other Operating Services,Donations,None,45753,0,45753,0,0,0,0,0,0,35
Department of Health (DOH),Maintenance and Other Operating Services,Litigation/Acquired Assets Expenses,None,38,0,38,0,0,0,0,0,0,35
Department of Health (DOH),Maintenance and Other Operating Services,Bank Transaction Fee,None,1779,0,1779,283,0,283,285,0,285,35
Department of Health (DOH),Maintenance and Other Operating Services,Other Maintenance and Operating Expenses,None,27727121,6016,27733137,1599798,21204,1621002,4154286,23940,4178226,35
Department of Health (DOH),Capital Outlays,Land Improvements Outlay,None,5595,0,5595,0,0,0,0,0,0,36
Department of Health (DOH),Capital Outlays,Infrastructure Outlay,None,30308,0,30308,0,0,0,0,0,0,36
Department of Health (DOH),Capital Outlays,Buildings and Other Structures,None,12908046,12626,12920672,19722618,0,19722618,23093776,0,23093776,36
Department of Health (DOH),Capital Outlays,Machinery and Equipment Outlay,None,9501075,0,9501075,18834007,0,18834007,12467521,0,12467521,36
Department of Health (DOH),Capital Outlays,Transportation Equipment Outlay,None,1008044,45047,1053091,3023400,0,3023400,1808250,0,1808250,36
Department of Health (DOH),Capital Outlays,Other Property Plant and Equipment Outlay,None,7563,0,7563,0,0,0,0,0,0,36
(DHSUD),Salaries and other Lump-sums,Basic Salary,None,806111,0,806111,746260,0,746260,883361,0,883361,36
(DHSUD),Other Compensation Common to All,Personnel Economic Relief Allowance,None,28738,0,28738,28104,0,28104,28584,0,28584,36
(DHSUD),Other Compensation Common to All,Representation Allowance,None,21486,0,21486,14658,0,14658,16524,0,16524,36
(DHSUD),Other Compensation Common to All,Transportation Allowance,None,18466,0,18466,14658,0,14658,16524,0,16524,36
(DHSUD),Other Compensation Common to All,Clothing and Uniform Allowance,None,8326,0,8326,8197,0,8197,8337,0,8337,36
(DHSUD),Other Compensation Common to All,Overtime Pay,None,2455,0,2455,0,0,0,0,0,0,36
(DHSUD),Other Compensation Common to All,Year End Bonus,None,67345,0,67345,62195,0,62195,73617,0,73617,36
(DHSUD),Other Compensation Common to All,Mid-Year Bonus Civilian,None,66304,0,66304,62195,0,62195,73617,0,73617,36
(DHSUD),Other Compensation Common to All,Cash Gift,None,6066,0,6066,5855,0,5855,5955,0,5955,36
(DHSUD),Other Compensation Common to All,Productivity Enhancement Incentive,None,5945,0,5945,5855,0,5855,5955,0,5955,36
(DHSUD),Other Compensation Common to All,Step Increment,None,0,0,0,1864,0,1864,2204,0,2204,36
(DHSUD),Other Compensation Common to All,Performance Based Bonus,None,7278,0,7278,0,0,0,0,0,0,36
(DHSUD),Other Benefits,Retirement and Life Insurance Premiums,None,0,93689,93689,0,89550,89550,0,106001,106001,37
